"User Name","User Profile","User Avatar","User Location","Rating","Rating Text","Review Title","Review Text","Trip Type","Helpful Votes","Photos","Published Date","Disclaimer"
"claireandryan3","https://www.tripadvisor.com/Profile/claireandryan3","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/3d/default-avatar-2020-1.jpg","Perth, Australia","3","Sep 2019 • Family","Overrated and overpriced ","Overall a bit average and not good value for money. Queues were excessively long with numerous “expected wait times” of 45 or 60 minutes.  Had expectations of seeing characters and stars throughout the day but these were very few and for limited times only. <br />On 3 separate occasions we were told “line closed” so couldn’t meet the characters and get photos.  Got a photo taken with a transformer and paid $35. ","Family","0","","Written September 29, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Sophie Michel","https://www.tripadvisor.com/Profile/sophiemZ6946NO","https://media-cdn.tripadvisor.com/media/photo-o/23/6a/fe/24/sophiemz6946no.jpg","Mauritius","5","Sep 2019 • Friends","Amazing park","I went there with my friends and I can say that we had a lot of fun on all the rides. Even though we had to wait in the queues it was worth it, even the setup is really nice. ","Friends","0","https://media-cdn.tripadvisor.com/media/photo-w/19/6e/99/49/photo3jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-w/19/6e/99/48/photo2jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-w/19/6e/99/47/photo1jpg.jpg
https://media-cdn.tripadvisor.com/media/photo-w/19/6e/99/46/photo0jpg.jpg","Written September 29, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Subhash Pawar","https://www.tripadvisor.com/Profile/subhashp355","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/59/default-avatar-2020-49.jpg","Jalgaon, India","5","Sep 2019 • Family","Excellent","Advance advantures with safety,I liked 3D show , ski-fi,jurasic park & many enjoyful activities,I would like to visite again whenever I come back singapore","Family","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/19/6e/7f/8d/universal-studios-singapore.jpg","Written September 29, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Nani Didi","https://www.tripadvisor.com/Profile/nanididi","https://media-cdn.tripadvisor.com/media/photo-o/19/6d/a5/ef/avatar.jpg","","5","Sep 2019 • Family","Visit in low season","Kids are loving it. We were so lucky visiting during low season and weekday. We did the ride several times and did almost all of them with almost new queue at all. I cannot imagine being here in high season, probably I would hate it. If you have the luxury of time, visit low season otherwise prepare to queue for at least 2 hours per ride which only runs for 3 mins. ","Family","0","https://media-cdn.tripadvisor.com/media/photo-w/19/6d/b2/23/img-20190929-wa0031-largejpg.jpg","Written September 29, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Lola Fuller","https://www.tripadvisor.com/Profile/ashleyknight6235","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/d0/default-avatar-2020-33.jpg","Florida","5","Sep 2019 • Friends","Awesome experience.","Again part of Singapore tourism..and i have become a fan of it..because they have made it everything so nice, safe and amazing..you need a complete day to enjoy here to the fullest..it is a bit expensive if you go for express ticket but undoubtedly worth it..as it saves your time standing in the queue and let you enjoy more..must things to do to name a few..The Mummy Returns , Terminator , the big rides..its all bout exploring..amazing indeed.","Friends","0","","Written September 28, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"btreid","https://www.tripadvisor.com/Profile/btreid","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/0a/default-avatar-2020-35.jpg","Portland, OR","5","Sep 2019 • Family","Excellent theme park","If you are in Singapore and you like theme park, this one who should be on your top list.<br />You will  not be disappointed. <br />We've been in Universal Studios Hollywood and Universal Studios Orlando  and both are excellent as well.<br />I like this one better of all because the  attractions are NOT far from each other. The Water World is literally next to Jurrasic Park ride!  And the Mummy Ride is next to the Transformers. And the Shrek Castle attraction should not be missed. <br />We went on a Wednesday and no long queues. Only Jurrasic Park  had the longest wait , about 45 minutes. Other rides, 10mins or less. <br />Everything is expensive inside the park. So, if you are on a budget make sure all your kids are fed and you have plenty of water in your backpacks. <br />Yes, it's small theme park but sure a quality theme park<br />Highly recommended for families. <br />","Family","0","","Written September 27, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Geoff H","https://www.tripadvisor.com/Profile/322geoffh","https://media-cdn.tripadvisor.com/media/photo-s/11/8c/a3/0a/geoff-h.jpg","","5","Sep 2019 • Family","Great fun","Every year is great. There were small variations this year but always good. Maybe a few ride upgrades would help improve our return visits.","Family","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/19/67/86/74/20190925-114944-largejpg.jpg","Written September 27, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Lukewatsero","https://www.tripadvisor.com/Profile/MorenoTraveller","https://media-cdn.tripadvisor.com/media/photo-o/1c/83/ac/b2/caption.jpg","Philippines","5","Aug 2019","Awesome Theme Park","An Awesome Theme Park. All worth it despite of the long line. I love The Revenge of the Mummy and the Transformers rides.","","0","","Written September 27, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Emma","https://www.tripadvisor.com/Profile/emmadavies94","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/eb/default-avatar-2020-27.jpg","Ware, UK","4","Aug 2019 • Couples","Worth it if planned well","We arrived at about 9.15 and had to convert our booking confirmation into a ticket at guest services (hard to find as the ticket booths are set out in front, blocking it). We were in the queue by half 9 and they started letting people in by about 10 to 10. We headed straight for Cylon and only had to wait 5 minutes then went to Human and had about a 10 minute wait. Cylon is much more of a ‘thrill ride’ than Human. Mummy was then only about a 15 minute wait. Definitely worth getting there early! When we got off Mummy it still said 15 mins so we decided to do it again. However it ended up being much longer and we therefore were charged for having our belongings in the locker for over 45 minutes. It wouldn’t open our locker until we’d paid yet obviously all of our money/cards were inside the locker as you weren’t allowed anything on you! Took ages to find a member of staff and we were charged $4 even though the queue time was wrong..: ridiculous system. The lockers for human/Cylon seemed to be more up to date and the time you were allowed changed based on queue times - much better system.<br />The queues after this were longer, longest wait was about an hour.<br />Do single rider where you can. We did for canopy flyer and Jurassic park and we ended up going very close together so didn’t have to wait around for each other. This meant we queued for about 10-15 minutes for Jurassic park rather than 110. It want obvious that there was a single rider queue so make sure to ask.<br />We kept checking Cylon throughout the day (on the app as well as at the ride - not always completely accurate but better than nothing) and were waiting for it to reduce. At 6.45 it said only 30 mins and we thought we might even be able to do another ride after before the park shut at 8. However it took over an hour. Think they had a problem with the ride and by the time we got there they only had 1 running rather than 2. However in the time we queued, those with express passes got on the ride about 3 times! Seeing as an express pass would’ve cost us $110 each (even buying in advance), it is unfair that they get so much priority.<br />Overall we did 14 rides/shows in the day which we were happy with but I agree with many other comments that express pass holders get too much of a priority. ","Couples","0","","Written September 26, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Megan McDonald","https://www.tripadvisor.com/Profile/carolvillarreal2969","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/91/default-avatar-2020-62.jpg","Texas","5","Sep 2019 • Friends","The place is awesome and full of entertainment...","Amazing experience. The best rides are the two main roller coasters Battlestar Galactica, do those first as they are the most awesome rides in the park. Next go for the transformers, revenge of the mummy, Jurassic park rapid adventures, Shrek 4d. There is a cool show at the water word section too. You have to place bags in locker for certain rides. So think about that if your bags are huge. There are cafes and merchandise shops all over the park as well as portable wate.","Friends","0","","Written September 26, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Duncan Y","https://www.tripadvisor.com/Profile/530duncany","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/20/default-avatar-2020-31.jpg","","4","Sep 2019 • Family","Good place to spend an entire day","We've been to the one LA back in 2012 and Singapore was very similar with new additions. We enjoyed it and there are a few rides for young children. We had a great time will return.","Family","0","","Written September 26, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Chris M","https://www.tripadvisor.com/Profile/sandman_ni","https://media-cdn.tripadvisor.com/media/photo-o/17/8a/2b/6e/sandman-ni.jpg","Belfast, UK","2","Sep 2019 • Couples","Poor attempt at a park","Having been to ma y theme parks thorough the world I have to say this park is a major disappointment.  <br /><br />Even before you get to the park the experience is poorly managed with a monorail system to a park which had the majority of rides either closed or broken.  <br /><br />Wouldn't go back and really wouldn't reccomend it in comparison to the American parks.  ","Couples","0","https://media-cdn.tripadvisor.com/media/photo-o/19/63/87/a2/20190708-181350-largejpg.jpg","Written September 25, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"mhsiong","https://www.tripadvisor.com/Profile/mhsiong","https://media-cdn.tripadvisor.com/media/photo-o/1a/00/76/e1/mhsiong.jpg","Wellington, New Zealand","3","Sep 2019","Smaller than I thought!","This place is small and the duration of the rides are shorter compared to the ones in Japan or USA. Dependant on how long you plan to stay in Singapore, if you only have 1 full day to spend on Sentosa Island, then it is advisable to get the Express Pass. That way you get to take all the rides available and still finish by lunch time and that way, after lunch you can get to explore the rest of the island's attractions!","","0","","Written September 25, 2019","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
